WoodDeckSF,OpenPorchSF,EnclosedPorch,MiscVal,SaleCondition,SalePrice
0,61,0,0,Normal,208500
298,0,0,0,Normal,181500
0,42,0,0,Normal,223500
0,35,272,0,Abnorml,140000
192,84,0,0,Normal,250000
40,30,0,700,Normal,143000
255,57,0,0,Normal,307000
235,204,228,350,Normal,200000
90,0,205,0,Abnorml,129900
0,4,0,0,Normal,118000
0,0,0,0,Normal,129500
147,21,0,0,Partial,345000
140,0,0,0,Normal,144000
160,33,0,0,Partial,279500
0,213,176,0,Normal,157000
48,112,0,0,Normal,132000
0,0,0,700,Normal,149000
0,0,0,500,Normal,90000
0,102,0,0,Normal,159000
0,0,0,0,Abnorml,139000
240,154,0,0,Partial,325300
0,0,205,0,Normal,139400
171,159,0,0,Normal,230000
100,110,0,0,Normal,129900
406,90,0,0,Normal,154000
0,56,0,0,Normal,256300
222,32,0,0,Normal,134800
0,50,0,0,Normal,306000
288,258,0,0,Normal,207500
49,0,87,0,Normal,68500
0,54,172,0,Normal,40000
0,65,0,0,Normal,149350
0,30,0,0,Normal,179900
0,38,0,0,Normal,165500
203,47,0,0,Normal,277500
113,32,0,0,Normal,309000
392,64,0,0,Normal,145000
0,0,0,0,Normal,153000
0,52,0,0,Abnorml,109000
0,0,0,0,AdjLand,82000
0,138,0,0,Abnorml,160000
0,104,0,0,Normal,170000
240,0,0,0,Normal,144000
145,0,0,0,Normal,130250
0,0,0,0,Normal,141000
196,82,0,0,Normal,319900
168,43,0,0,Abnorml,239686
0,146,0,0,Normal,249700
0,0,102,0,Partial,113000
0,0,0,0,Normal,127000
0,75,0,0,Normal,177000
112,0,0,400,Normal,114500
106,0,0,0,Normal,110000
857,72,0,0,Normal,385000
0,50,0,0,Normal,130000
0,0,0,0,Normal,180500
115,0,0,0,Abnorml,172500
0,70,0,0,Normal,196500
192,0,37,0,Partial,438780
196,0,0,0,Normal,124900
0,50,0,0,Partial,158000
0,0,144,0,Normal,101000
120,49,0,0,Normal,202500
12,11,64,0,Normal,140000
576,36,0,0,Normal,219500
192,151,0,0,Normal,317000
301,0,0,0,Normal,180000
144,29,0,0,Normal,226000
0,0,0,0,Normal,80000
0,21,114,0,Normal,225000
300,0,0,0,Normal,244000
0,0,0,0,Normal,129500
0,94,0,0,Normal,185000
0,0,0,0,Normal,144900
0,0,202,0,Normal,107400
120,101,0,0,Normal,91000
0,0,0,0,Normal,135750
0,0,0,0,Normal,127000
0,0,0,0,Normal,136500
74,0,128,0,Normal,110000
0,72,0,0,Normal,193500
0,199,0,0,Normal,153500
144,99,0,0,Normal,245000
74,0,0,0,Normal,126500
120,72,0,700,Normal,168500
127,82,0,0,Normal,260000
100,38,0,0,Normal,174000
0,234,0,0,Partial,164500
0,0,156,0,Abnorml,85000
0,0,0,0,Normal,123600
0,29,0,0,Normal,109900
0,0,0,0,Abnorml,98600
0,0,44,0,Normal,163500
0,0,0,0,Normal,133900
0,162,0,0,Normal,204750
232,63,0,480,Normal,185000
158,29,0,0,Normal,214000
120,0,0,0,Normal,94750
0,0,77,400,Abnorml,83000
352,0,0,400,Normal,128950
168,68,0,0,Normal,205000
192,46,0,0,Normal,178000
0,0,0,0,Alloca,118964
0,36,0,0,Normal,198900
0,0,0,0,Normal,169500
140,45,0,0,Normal,250000
0,0,0,450,Normal,100000
0,0,0,0,Partial,115000
0,0,144,0,Normal,115000
0,122,0,0,Normal,190000
182,0,0,0,Normal,136900
180,0,0,0,Normal,180000
120,184,0,0,Partial,383970
166,120,192,0,Abnorml,217000
224,0,0,0,Normal,259500
0,32,0,0,Normal,176000
0,20,144,0,Normal,139000
80,64,0,0,Partial,155000
367,0,0,0,Normal,320000
0,24,0,0,Partial,163990
0,130,0,0,Normal,180000
0,0,140,0,Normal,100000
0,0,0,0,Normal,136000
0,63,0,0,Normal,153900
192,0,0,0,Normal,181000
53,0,0,0,Normal,84500
0,205,0,0,Normal,128000
0,0,0,0,Normal,87000
188,108,0,0,Normal,155000
0,80,0,0,Abnorml,150000
105,66,0,0,Normal,226000
24,48,0,0,Normal,244000
0,0,0,0,Normal,150750
192,25,0,0,Normal,220000
0,96,180,0,Normal,180000
98,0,0,0,Normal,174000
0,111,0,0,Normal,143000
0,0,0,0,Family,171000
224,106,0,0,Normal,230000
276,99,0,0,Normal,231500
0,0,0,0,Normal,115000
160,24,0,0,Normal,260000
0,0,0,0,Normal,166000
144,29,0,0,Normal,204000
0,0,0,0,Abnorml,125000
0,40,0,0,Normal,130000
48,0,0,0,Normal,105000
144,48,0,0,Normal,222500
0,0,0,0,Normal,141000
200,114,0,0,Normal,115000
0,0,0,0,Normal,122000
0,102,0,0,Partial,372402
0,66,0,0,Normal,190000
409,0,0,0,Normal,235000
0,0,228,0,Family,125000
0,8,128,0,Normal,79000
0,0,0,0,Normal,109500
0,75,0,0,Partial,269500
0,136,0,0,Normal,254900
239,132,0,0,Partial,320000
0,0,0,0,Normal,162500
400,0,0,0,Normal,412500
0,70,0,0,Partial,220000
0,0,0,0,Normal,103200
0,0,183,0,Normal,152000
140,0,0,0,Normal,127500
476,0,0,0,Normal,190000
178,120,0,0,Partial,325624
100,48,0,0,Normal,183500
574,64,0,0,Normal,228000
237,0,0,0,Normal,128500
210,62,0,0,Normal,215000
441,35,0,0,Normal,239000
0,20,0,0,Normal,163000
192,0,0,0,Normal,184000
0,29,39,0,Normal,243000
0,228,0,0,Normal,211000
0,0,0,0,Normal,172500
0,60,0,0,Partial,501837
0,0,184,0,Normal,100000
0,0,0,0,Normal,177000
0,0,40,0,Normal,200100
116,0,0,0,Normal,120000
280,238,0,0,Normal,200000
104,0,0,0,Normal,127000
0,260,0,0,Normal,475000
168,27,0,0,Normal,173000
0,0,0,0,Normal,135000
120,0,0,0,Alloca,153337
0,120,0,0,Normal,286000
0,74,0,0,Normal,315000
0,32,0,0,Normal,184000
0,35,0,0,Normal,192000
0,40,0,0,Normal,130000
0,0,0,0,Normal,127000
87,0,0,0,Normal,148500
171,138,0,0,Partial,311872
0,16,552,0,Abnorml,235000
0,198,30,0,Abnorml,104000
0,26,0,0,Normal,274900
132,64,0,0,Normal,140000
238,83,0,0,Normal,171500
0,0,126,0,Normal,112000
149,0,0,0,Normal,149000
0,35,0,0,Normal,110000
0,34,0,0,Normal,180500
0,30,0,0,Normal,143900
355,0,0,0,Normal,141000
60,55,0,0,Normal,277000
0,0,0,0,Normal,145000
0,0,96,0,Normal,98000
100,22,0,0,Normal,186000
168,108,0,0,Partial,252678
224,0,0,0,Normal,156000
0,36,0,450,Normal,161750
0,0,0,0,Normal,134450
139,98,0,0,Normal,210000
0,172,60,0,Family,107000
0,119,150,0,Normal,311500
108,0,0,0,Partial,167240
351,33,0,0,Partial,204900
120,46,0,0,Normal,200000
209,208,0,0,Normal,179900
216,0,0,0,Abnorml,97000
248,105,0,0,Normal,386250
0,0,0,0,Abnorml,112000
224,114,0,0,Abnorml,290000
0,0,0,0,Normal,106000
0,0,0,0,Normal,125000
143,20,0,0,Normal,192500
0,0,120,0,Normal,148000
0,146,202,0,Normal,403000
0,0,0,0,Normal,94500
365,0,0,0,Normal,128200
288,48,0,0,Normal,216500
0,0,0,0,Normal,89500
132,105,0,0,Normal,185500
370,70,0,0,Normal,194500
168,228,0,0,Partial,318000
0,140,0,0,Normal,113000
144,168,0,0,Normal,262500
58,42,0,0,Normal,110500
0,0,77,0,Normal,79000
0,28,0,0,Normal,120000
0,130,0,0,Normal,205000
197,39,0,0,Normal,241500
0,60,112,0,Normal,137000
0,30,0,0,Normal,140000
144,68,0,0,Normal,180000
0,98,0,500,Normal,277000
263,0,0,450,Normal,76500
123,0,0,0,Family,235000
138,45,0,0,Normal,173000
333,0,0,0,Normal,158000
250,0,0,0,Normal,145000
192,0,0,0,Normal,230000
216,56,0,0,Normal,207500
123,110,0,0,Abnorml,220000
0,96,0,0,Normal,231500
0,45,0,0,Normal,97000
0,0,252,0,Normal,176000
0,148,0,0,Partial,276000
292,12,0,0,Normal,151000
0,0,0,0,Normal,130000
0,0,0,0,Normal,73000
276,0,0,0,Normal,175500
95,75,0,0,Normal,185000
262,24,0,0,Normal,179500
0,25,0,0,Normal,120500
370,30,0,0,Normal,148000
192,51,0,0,Partial,266000
81,0,0,0,Normal,241500
132,57,0,0,Normal,290000
289,0,0,0,Normal,139000
168,0,0,0,Normal,124500
74,0,0,0,Normal,205000
100,150,0,0,Normal,201000
0,0,0,0,Normal,141000
124,98,0,0,Partial,415298
288,117,0,0,Normal,192000
0,84,0,0,Normal,228500
0,120,0,0,Partial,185000
172,62,0,0,Normal,207500
210,150,0,0,Partial,244600
0,0,52,0,Normal,179200
0,54,0,0,Partial,164700
0,0,0,0,Normal,159000
0,0,0,0,Normal,88000
0,0,0,0,Normal,122000
0,0,0,0,Normal,153575
0,51,0,0,Partial,233230
0,184,0,0,Normal,135900
0,0,0,0,Normal,131000
0,250,0,0,Normal,235000
110,0,0,0,Normal,167000
120,0,0,0,Normal,142500
289,0,0,0,Normal,152000
0,10,0,0,Normal,239000
224,0,0,0,Normal,175000
0,36,0,0,Family,158500
0,0,0,0,Normal,157000
208,50,0,0,Normal,267000
468,81,0,0,Normal,205000
256,0,0,0,Abnorml,149900
302,0,0,0,Normal,295000
168,0,0,0,Normal,305900
127,44,224,0,Normal,225000
0,144,0,0,Normal,89500
158,0,0,0,Normal,82500
208,175,0,0,Normal,360000
190,63,0,0,Normal,165600
0,0,0,0,Normal,132000
0,0,0,0,Normal,119900
0,0,0,0,Normal,375000
0,0,234,0,Normal,178000
100,51,0,0,Normal,188500
288,195,0,0,Normal,260000
208,46,0,0,Normal,270000
340,60,144,0,Normal,260000
233,48,0,0,Normal,187500
240,154,0,0,Partial,342643
184,154,0,0,Normal,354000
201,96,0,0,Normal,301000
142,98,0,0,Normal,126175
240,0,0,0,Normal,242000
0,0,244,0,Normal,87000
122,30,0,0,Normal,324000
0,45,0,0,Normal,145250
0,60,268,0,Normal,214500
0,0,137,0,Normal,78000
155,0,0,0,Normal,119000
0,0,0,0,Normal,139000
0,0,0,0,Normal,284000
192,30,0,0,Normal,207000
100,38,0,0,Normal,192000
670,0,0,700,Normal,228950
178,51,0,0,Normal,377426
192,74,0,0,Normal,214000
108,45,0,400,Normal,202500
0,0,0,0,Normal,155000
135,0,0,0,Normal,202900
250,0,24,0,Normal,82000
0,0,0,0,Normal,87500
495,72,0,0,Normal,266000
182,0,0,0,Normal,85000
0,0,0,0,Normal,140200
0,0,0,15500,Normal,151500
0,40,0,0,Normal,157500
0,27,0,0,Normal,154000
0,0,0,0,Partial,437154
210,54,0,0,Partial,318061
0,80,0,0,Abnorml,190000
48,0,0,0,Normal,95000
106,0,0,0,Normal,105900
0,0,108,0,Normal,140000
0,26,0,0,Normal,177500
120,26,0,0,Normal,173000
536,90,0,0,Normal,134000
168,0,294,0,Abnorml,130000
208,75,0,0,Normal,280000
0,0,0,0,Normal,156000
0,0,0,0,Normal,145000
0,0,177,0,Normal,198500
250,0,0,0,Normal,118000
306,111,0,0,Normal,190000
0,128,218,0,Normal,147000
0,76,0,0,Normal,159000
64,110,0,0,Normal,165000
0,98,0,0,Normal,132000
364,17,0,0,Normal,162000
100,40,0,0,Normal,172400
0,59,0,0,Normal,134432
353,0,0,0,Normal,125000
66,0,0,0,Normal,123000
100,48,0,0,Normal,219500
0,0,0,0,Normal,61000
0,0,0,0,Normal,148000
159,214,0,0,Normal,340000
113,0,0,0,Partial,394432
100,63,0,0,Normal,179000
0,0,242,0,Normal,127000
216,121,0,0,Partial,187750
144,53,0,0,Normal,213500
0,0,91,0,Normal,76000
216,231,0,0,Normal,240000
146,20,0,0,Normal,192000
0,151,0,0,AdjLand,81000
296,0,0,0,Abnorml,125000
120,25,0,0,Normal,191000
196,134,0,0,Partial,426000
0,130,112,0,Normal,119000
125,192,0,0,Normal,215000
0,0,0,1200,Normal,106500
0,0,0,0,Abnorml,100000
0,39,0,0,Normal,109000
44,0,0,0,Normal,129000
215,0,0,0,Normal,123000
0,168,0,0,Normal,169500
0,0,0,0,Abnorml,67000
0,168,0,0,Normal,241000
120,30,0,0,Normal,245500
0,0,0,0,Partial,164990
168,0,0,0,Normal,108000
144,123,0,0,Abnorml,258000
0,40,0,0,Normal,168000
120,78,0,0,Normal,150000
0,0,0,0,Normal,115000
0,0,160,0,Normal,177000
192,62,0,0,Partial,280000
0,102,0,0,Partial,339750
0,0,0,0,Abnorml,60000
264,0,0,0,Normal,145000
0,144,0,0,Partial,222000
0,0,130,0,Normal,115000
196,187,0,0,Normal,228000
100,30,0,0,Partial,181134
0,0,0,0,Normal,149500
0,0,0,0,Normal,239000
0,0,0,0,AdjLand,126000
0,85,184,0,Normal,142000
0,0,0,0,Alloca,206300
240,0,0,0,Normal,215000
0,0,0,0,Normal,113000
0,66,0,0,Normal,315000
0,44,0,0,Normal,139000
0,0,126,0,Normal,135000
80,0,0,0,Normal,275000
0,0,0,0,Normal,109008
105,54,0,0,Partial,195400
0,0,169,0,Normal,175000
0,0,0,0,Abnorml,85400
0,98,0,0,Abnorml,79900
240,36,0,0,Normal,122500
0,36,0,0,Normal,181000
88,0,0,0,Normal,81000
158,61,0,0,Normal,212000
0,0,0,0,Normal,116000
0,0,105,0,Normal,119000
0,0,34,0,Normal,90350
0,46,0,800,Normal,110000
0,72,0,0,Normal,555000
0,0,0,0,Normal,118000
0,0,0,0,Normal,162900
144,16,0,0,Partial,172500
144,133,0,0,Normal,210000
0,0,0,0,Normal,127500
0,0,0,0,Normal,190000
89,0,0,0,Normal,199900
0,0,0,0,Normal,119500
0,176,0,0,Normal,120000
0,113,0,0,Normal,110000
200,54,0,0,Normal,280000
144,122,0,0,Normal,204000
0,30,0,0,Normal,210000
0,0,0,0,Family,188000
0,0,0,0,Normal,175500
0,0,96,0,Abnorml,98000
224,137,0,0,Normal,256000
192,63,0,0,Normal,161000
0,0,248,0,Normal,110000
0,150,0,0,Partial,263435
256,0,0,0,Normal,155000
0,0,236,0,Normal,62383
0,0,0,0,Normal,188700
0,0,0,0,Normal,124000
144,20,0,0,Normal,178740
0,0,0,0,Normal,167000
168,0,0,0,Normal,146500
0,44,0,0,Normal,250000
144,70,0,0,Normal,187000
0,54,0,0,Normal,212000
0,0,0,0,Normal,190000
0,28,0,0,Normal,148000
250,63,0,0,Partial,440000
96,48,0,0,Normal,251000
0,24,0,0,Normal,132500
140,39,0,0,Normal,208900
414,84,0,0,Normal,380000
208,44,0,0,Normal,297000
0,72,0,0,Alloca,89471
519,112,0,0,Normal,326000
206,49,0,0,Normal,374000
0,0,0,0,Normal,155000
0,125,0,0,Normal,164000
0,132,0,0,Normal,132500
0,80,120,0,Normal,147000
0,0,0,0,Normal,156000
224,0,0,0,Normal,175000
142,0,0,0,Normal,160000
0,0,0,0,Normal,86000
141,24,0,0,Normal,115000
0,0,32,0,Normal,133000
0,0,0,0,Partial,172785
0,0,0,0,Normal,155000
144,20,80,0,Normal,91300
0,523,115,0,Abnorml,34900
264,75,291,0,Normal,430000
0,100,0,0,Normal,184000
64,0,0,0,Normal,130000
12,285,0,480,Normal,120000
144,28,0,0,Normal,113000
0,108,0,0,Normal,226700
0,0,184,400,Normal,140000
0,54,0,0,Normal,289000
260,0,0,0,Normal,147000
0,0,0,0,Normal,124500
182,81,0,0,Normal,215000
0,102,0,0,Partial,208300
0,0,116,0,Normal,161000
224,88,0,0,Normal,124500
324,42,0,2000,Normal,164900
132,35,0,0,Partial,202665
0,0,0,0,Normal,129900
120,0,158,0,Normal,134000
0,0,112,0,Normal,96500
156,54,0,0,Partial,402861
0,104,0,0,Abnorml,158000
220,0,0,0,Normal,265000
0,36,0,0,Normal,211000
0,0,0,0,Normal,234000
220,114,210,0,Normal,106250
0,40,0,0,Normal,150000
0,24,36,0,Normal,159000
208,406,0,0,Partial,184750
239,60,0,0,Normal,315750
38,144,0,0,Normal,176000
261,0,156,0,Normal,132000
126,66,0,0,Partial,446261
0,0,144,0,Normal,86000
0,0,200,0,Alloca,200624
224,0,0,0,Abnorml,175000
0,0,84,0,Normal,128000
0,0,0,0,Normal,107500
0,0,0,0,Normal,39300
100,35,0,0,Normal,178000
85,0,148,0,Normal,107500
120,155,0,0,Normal,188000
216,0,0,0,Normal,111250
466,0,0,0,Normal,158000
180,0,0,2000,Normal,272000
270,68,0,0,Normal,315000
0,56,0,0,Normal,248000
78,73,0,0,Normal,213250
120,40,0,0,Normal,133000
100,24,0,0,Partial,179665
0,0,0,0,Normal,229000
0,38,0,0,Normal,210000
104,0,0,0,Normal,129500
140,50,0,0,Normal,125000
182,182,0,0,Normal,263000
0,55,0,0,Abnorml,140000
0,0,0,0,Normal,112500
169,39,0,0,Normal,255500
0,96,0,0,Normal,108000
320,62,0,0,Normal,284000
0,0,116,0,Normal,113000
268,0,0,0,Normal,141000
0,47,120,0,Normal,108000
264,22,0,0,Normal,175000
143,20,0,0,Normal,234000
0,0,0,0,Normal,121500
240,38,0,0,Normal,170000
144,0,0,0,Normal,108000
72,36,0,0,Normal,185000
0,40,0,0,Normal,268000
0,66,136,0,Normal,128000
144,39,0,0,Normal,325000
0,0,0,0,Normal,214000
349,40,0,0,Normal,316600
42,0,0,0,Normal,135960
0,0,0,0,Normal,142600
168,0,0,0,Abnorml,120000
208,114,0,0,Partial,224500
100,0,0,0,Normal,170000
35,0,0,0,Normal,139000
158,0,102,0,Abnorml,118500
0,50,0,0,Normal,145000
160,68,240,0,Abnorml,164500
0,102,0,0,Abnorml,146000
0,0,0,0,Normal,131500
216,110,0,0,Normal,181900
0,90,0,0,Partial,253293
0,32,0,0,Normal,118500
105,502,0,0,Normal,325000
0,0,54,0,Normal,133000
326,66,0,0,Partial,369900
0,0,112,0,Normal,130000
0,0,0,0,Normal,137000
0,48,0,0,Partial,143000
0,0,0,600,Normal,79500
0,45,0,0,Normal,185900
382,274,0,0,Normal,451950
0,0,0,0,Normal,138000
140,0,0,0,Normal,140000
0,0,0,0,Normal,110000
180,75,0,0,Partial,319000
0,158,0,0,Normal,114504
120,16,0,0,Partial,194201
0,0,0,0,Normal,217500
161,0,0,0,Normal,151000
179,60,0,0,Normal,275000
0,162,0,0,Normal,141000
120,150,0,0,Abnorml,220000
0,172,0,0,Normal,151000
192,36,0,0,Normal,221000
0,42,0,0,Normal,205000
168,0,0,0,Normal,152000
103,0,0,0,Normal,225000
0,0,0,0,Alloca,359100
64,0,39,0,Normal,118500
253,142,0,0,Normal,313000
0,0,0,500,Normal,148000
160,122,0,0,Normal,261500
0,30,0,0,Partial,147000
96,24,0,0,Normal,75500
120,0,0,0,Abnorml,137500
100,75,0,0,Normal,183200
0,0,0,0,Normal,105500
0,108,0,0,Partial,314813
168,0,0,0,Normal,305000
0,0,100,0,Normal,67000
38,243,0,0,Normal,240000
192,0,0,0,Normal,135000
0,32,0,0,Normal,168500
148,0,0,0,Normal,165150
0,0,0,0,Normal,160000
0,0,36,600,Normal,139900
0,0,189,0,Normal,153000
335,0,0,0,Family,135000
176,0,0,0,Normal,168500
0,0,293,0,Abnorml,124000
156,73,0,0,Normal,209500
192,0,0,0,Family,82500
390,0,0,0,Normal,139400
264,56,0,600,Normal,144000
0,110,0,0,Abnorml,200000
0,0,0,0,Normal,60000
0,0,0,0,Normal,93000
328,0,164,0,Normal,85000
312,0,0,0,Partial,264561
185,140,0,0,Normal,274000
0,235,0,0,Normal,226000
269,111,0,0,Normal,345000
208,0,0,0,Normal,152000
195,130,0,0,Partial,370878
0,312,40,0,Normal,143250
0,27,0,0,Normal,98300
0,0,0,0,Normal,155000
0,124,216,0,Normal,155000
0,0,0,0,Normal,84500
0,0,0,0,Normal,205950
120,0,0,0,Normal,108000
0,120,0,0,Normal,191000
57,0,239,0,Normal,135000
236,46,0,0,Normal,350000
0,0,0,0,Family,88000
0,0,0,0,Normal,145500
0,0,112,0,Normal,149000
192,0,0,0,Abnorml,97500
0,0,0,0,Normal,167000
0,113,252,0,Normal,197900
517,76,0,0,Normal,402000
0,0,240,0,Normal,110000
0,0,180,0,Normal,137500
192,267,0,0,Partial,423000
188,124,0,0,Normal,230500
0,265,0,0,Abnorml,129000
224,42,0,0,Normal,193500
304,0,0,0,Normal,168000
0,0,67,0,Normal,137500
100,35,0,0,Normal,173500
147,0,0,0,Normal,103600
198,42,0,0,Normal,165000
0,87,0,0,Normal,257500
426,0,0,0,Normal,140000
28,0,0,0,Normal,148500
0,0,90,0,Normal,87000
316,0,120,0,Normal,109500
322,82,0,0,Partial,372500
0,0,0,0,Normal,128500
80,0,0,0,Normal,143000
0,0,56,0,Abnorml,159434
307,0,0,0,Normal,173000
257,45,0,0,Normal,285000
0,81,0,0,Normal,221000
219,0,0,0,Normal,207500
144,105,0,0,Partial,227875
0,60,0,0,Normal,148800
140,0,0,0,Partial,392000
192,28,0,0,Normal,194700
149,0,0,0,Normal,141000
382,50,0,0,Normal,755000
320,27,0,0,Normal,335000
0,0,112,0,Abnorml,108480
112,0,0,0,Normal,141500
125,0,0,0,Normal,176000
0,0,129,0,Normal,89000
0,0,0,0,Normal,123500
416,144,0,0,Normal,138500
156,158,0,0,Normal,196000
270,78,0,0,Normal,312500
0,0,0,0,Normal,140000
324,100,0,0,Partial,361919
344,0,40,0,Normal,140000
0,35,0,0,Normal,213000
0,0,0,3500,Normal,55000
380,48,0,0,Normal,302000
192,38,0,0,Normal,254000
100,24,0,0,Partial,179540
0,0,0,0,Abnorml,109900
0,0,0,0,Normal,52000
68,0,98,0,Abnorml,102776
168,120,0,0,Normal,189000
0,288,0,0,Normal,129000
0,44,0,0,Normal,130500
0,0,0,0,Normal,165000
0,48,143,0,Normal,159500
224,0,0,0,Normal,157000
250,154,216,0,Normal,341000
0,0,0,0,Normal,128500
114,28,234,0,Normal,275000
160,0,0,0,Normal,143000
0,0,0,0,Normal,124500
0,0,0,0,Normal,135000
327,64,0,0,Normal,320000
96,0,0,500,Normal,120500
